country,year,greenhouse_gas_emissions,agricultural_land,methane_emissions,arable_land,agricultural_irrigated_land,forest_area,population_growth,urban_population,GDP
New Zealand,2018,,39.8693555125138,,,,,,,
New Zealand,2017,,40.4238350233565,,,,,,,
New Zealand,2016,,40.3099008772929,,,,,,,
New Zealand,2015,,40.6820857544339,,,,,,,
New Zealand,2014,,42.2163989214234,,,,,,,
New Zealand,2013,,42.1784208727356,,,,,,,
New Zealand,2012,,42.571113896168,,,,,,,
New Zealand,2011,,43.1848391629638,,,,,,,
New Zealand,2010,,43.3253579431089,,,,,,,
New Zealand,2009,,43.6367779423493,,,,,,,
New Zealand,2008,,43.1962325775702,,,,,,,
New Zealand,2007,,43.625384527743,,,,,,,
New Zealand,2006,,43.2000303824389,,,,,,,
New Zealand,2005,,44.4798906232198,,,,,,,
New Zealand,2004,,45.1558998898637,,,,,,,
New Zealand,2003,,45.0343701340625,,,,,,,
New Zealand,2002,,45.9496411074399,,,,,,,
New Zealand,2001,,58.5545554669401,,,,,,,
New Zealand,2000,,58.5355664425962,,,,,,,
New Zealand,1999,,56.5986859595154,,,,,,,
New Zealand,1998,,56.5986859595154,,,,,,,
New Zealand,1997,,56.5986859595154,,,,,,,
New Zealand,1996,,56.6024837643842,,,,,,,
New Zealand,1995,,56.872127910068,,,,,,,
New Zealand,1994,,57.4076183965668,,,,,,,
New Zealand,1993,,60.4572557062018,,,,,,,
New Zealand,1992,,60.612965705822,,,,,,,
New Zealand,1991,,61.216816679959,,,,,,,
New Zealand,1990,,61.4560783866925,,,,,,,
Pakistan,2020,,47.6377646326276,,,,,,,
Pakistan,2019,,47.1188771274388,,,,,,,
Pakistan,2018,,47.9361249481112,,,,,,,
Pakistan,2017,,48.0009858862599,,,,,,,
Pakistan,2016,,47.7298671647987,,,,,,,
Pakistan,2015,,46.9619136571191,,,,,,,
Pakistan,2014,,47.0267745952677,,,,,,,
Pakistan,2013,,47.063096720631,,,,,,,
Pakistan,2012,,46.781600249066,,,,,,,
Pakistan,2011,,46.6168534661685,,,,,,,
Pakistan,2010,,45.7165836446658,,,,,,,
Pakistan,2009,,45.7619863013699,,,,,,,
Pakistan,2008,,45.8086861768369,,,,,,,
Pakistan,2007,,46.7167393109174,,,,,,,
Pakistan,2006,,46.875,,,,,,,
Pakistan,2005,,46.6544728102947,,,,,,,
Pakistan,2004,,46.7582503113325,,,,,,,
Pakistan,2003,,47.7921336654213,,,,,,,
Pakistan,2002,,47.8466168534662,,,,,,,
Pakistan,2001,,47.9607721046077,,,,,,,
Pakistan,2000,,47.6053341635533,,,,,,,
Pakistan,1999,,47.6805728518057,,,,,,,
Pakistan,1998,,47.6857617268576,,,,,,,
Pakistan,1997,,47.5677148194271,,,,,,,
Pakistan,1996,,46.92299709423,,,,,,,
Pakistan,1995,,46.733603154836,,,,,,,
Pakistan,1994,,46.4274595267746,,,,,,,
Pakistan,1993,,46.3755707762557,,,,,,,
Pakistan,1992,,45.895599833956,,,,,,,
Pakistan,1991,,45.7529057700291,,,,,,,
Pakistan,1990,,45.6698837691988,,,,,,,
Qatar,2020,,6.44038294168842,,,,,,,
Qatar,2019,,6.44038294168842,,,,,,,
Qatar,2018,,6.44038294168842,,,,,,,
Qatar,2017,,6.26631853785901,,,,,,,
Qatar,2016,,6.1792863359443,,,,,,,
Qatar,2015,,6.1792863359443,,,,,,,
Qatar,2014,,6.1792863359443,,,,,,,
Qatar,2013,,6.04651162790698,,,,,,,
Qatar,2012,,5.98621877691645,,,,,,,
Qatar,2011,,5.92592592592593,,,,,,,
Qatar,2010,,5.8656330749354,,,,,,,
Qatar,2009,,5.80534022394488,,,,,,,
Qatar,2008,,5.74504737295435,,,,,,,
Qatar,2007,,5.68475452196382,,,,,,,
Qatar,2006,,5.6244616709733,,,,,,,
Qatar,2005,,5.56416881998277,,,,,,,
Qatar,2004,,5.61584840654608,,,,,,,
Qatar,2003,,5.70198105081826,,,,,,,
Qatar,2002,,5.65891472868217,,,,,,,
Qatar,2001,,5.71059431524548,,,,,,,
Qatar,2000,,5.68475452196382,,,,,,,
Qatar,1999,,5.68475452196382,,,,,,,
Qatar,1998,,5.68475452196382,,,,,,,
Qatar,1997,,5.68475452196382,,,,,,,
Qatar,1996,,5.68475452196382,,,,,,,
Qatar,1995,,5.59862187769165,,,,,,,
Qatar,1994,,5.59862187769165,,,,,,,
Qatar,1993,,5.59862187769165,,,,,,,
Qatar,1992,,5.51248923341947,,,,,,,
Qatar,1991,,5.25409130060293,,,,,,,
Qatar,1990,,5.25409130060293,,,,,,,
Turkiye,2020,,49.0651351948339,,,,,,,
Turkiye,2019,,49.0053662149344,,,,,,,
Turkiye,2018,,49.1171082208334,,,,,,,
Turkiye,2017,,49.3275989761314,,,,,,,
Turkiye,2016,,49.8005535127269,,,,,,,
Turkiye,2015,,50.0903031326741,,,,,,,
Turkiye,2014,,50.0942011096241,,,,,,,
Turkiye,2013,,49.9239894494757,,,,,,,
Turkiye,2012,,49.9032002390759,,,,,,,
Turkiye,2011,,49.6953081350779,,,,,,,
Turkiye,2010,,50.6892922573184,,,,,,,
Turkiye,2009,,50.5580603666697,,,,,,,
Turkiye,2008,,50.8322180788171,,,,,,,
Turkiye,2007,,51.3298598027624,,,,,,,
Turkiye,2006,,52.6135935449502,,,,,,,
Turkiye,2005,,53.5621012694412,,,,,,,
Turkiye,2004,,53.5452100359913,,,,,,,
Turkiye,2003,,52.8097917180983,,,,,,,
Turkiye,2002,,53.5270194768915,,,,,,,
Turkiye,2001,,53.2307732286943,,,,,,,
Turkiye,2000,,52.5954029858503,,,,,,,
Turkiye,1999,,52.3654223458025,,,,,,,
Turkiye,1998,,51.8677806218572,,,,,,,
Turkiye,1997,,50.9881371568156,,,,,,,
Turkiye,1996,,51.1466548861141,,,,,,,
Turkiye,1995,,51.3142678949625,,,,,,,
Turkiye,1994,,52.1666255213544,,,,,,,
Turkiye,1993,,51.8599846679573,,,,,,,
Turkiye,1992,,51.8482907371074,,,,,,,
Turkiye,1991,,52.0600808180554,,,,,,,
Turkiye,1990,,51.5533438145603,,,,,,,
Ukraine,2020,,71.2996202968588,,,,,,,
Ukraine,2019,,71.2996202968588,,,,,,,
Ukraine,2018,,71.3306869175009,,,,,,,
Ukraine,2017,,71.6191955808735,,,,,,,
Ukraine,2016,,71.665314436638,,,,,,,
Ukraine,2015,,71.6532306789345,,,,,,,
Ukraine,2014,,71.658409432236,,,,,,,
Ukraine,2013,,71.6805910377684,,,,,,,
Ukraine,2012,,71.2853000069046,,,,,,,
Ukraine,2011,,71.2576814195954,,,,,,,
Ukraine,2010,,71.2335151556998,,,,,,,
Ukraine,2009,,71.2490506110613,,,,,,,
Ukraine,2008,,71.2766691983705,,,,,,,
Ukraine,2007,,71.2305594393524,,,,,,,
Ukraine,2006,,71.2579397956366,,,,,,,
Ukraine,2005,,71.2899996548034,,,,,,,
Ukraine,2004,,71.3812269133842,,,,,,,
Ukraine,2003,,71.3829530155004,,,,,,,
Ukraine,2002,,71.4537232022646,,,,,,,
Ukraine,2001,,71.4335030637784,,,,,,,
Ukraine,2000,,71.4697505825494,,,,,,,
Ukraine,1999,,71.5508759817036,,,,,,,
Ukraine,1998,,71.8235954086476,,,,,,,
Ukraine,1997,,72.2430309829982,,,,,,,
Ukraine,1996,,72.2188659704842,,,,,,,
Ukraine,1995,,72.2413049106758,,,,,,,
Ukraine,1994,,72.2551134892552,,,,,,,
Ukraine,1993,,72.3051695866057,,,,,,,
Ukraine,1992,,72.3724864071805,,,,,,,
Ukraine,1991,,72.3724864071805,,,,,,,
Ukraine,1990,,72.3724864071805,,,,,,,
South Africa,2020,,79.4178502831612,,,,,,,
South Africa,2019,,79.4178502831612,,,,,,,
South Africa,2018,,79.4178502831612,,,,,,,
South Africa,2017,,79.4178502831612,,,,,,,
South Africa,2016,,79.4178502831612,,,,,,,
South Africa,2015,,79.4178502831612,,,,,,,
South Africa,2014,,79.4178502831612,,,,,,,
South Africa,2013,,79.4178502831612,,,,,,,
South Africa,2012,,79.4178502831612,,,,,,,
South Africa,2011,,79.4450535409574,,,,,,,
South Africa,2010,,79.871237913098,,,,,,,
South Africa,2009,,79.9511990041959,,,,,,,
South Africa,2008,,80.0501199416366,,,,,,,
South Africa,2007,,79.8704135719526,,,,,,,
South Africa,2006,,79.8687648896619,,,,,,,
South Africa,2005,,80.359247871139,,,,,,,
South Africa,2004,,80.4622905143064,,,,,,,
South Africa,2003,,80.7260796808151,,,,,,,
South Africa,2002,,80.8085137953491,,,,,,,
South Africa,2001,,80.796148678169,,,,,,,
South Africa,2000,,80.888474886447,,,,,,,
South Africa,1999,,80.8332440297092,,,,,,,
South Africa,1998,,80.7755401495355,,,,,,,
South Africa,1997,,80.7400934802859,,,,,,,
South Africa,1996,,80.6947547172922,,,,,,,
South Africa,1995,,80.3897484935165,,,,,,,
South Africa,1994,,80.179541501455,,,,,,,
South Africa,1993,,79.9083332646382,,,,,,,
South Africa,1992,,79.526663314346,,,,,,,
South Africa,1991,,79.1408716583271,,,,,,,
South Africa,1990,,78.8070134944646,,,,,,,
Australia,2020,,,,,,,,,
Australia,2019,,,126069.999694824,,,,,,
Australia,2018,,,140600.006103516,,,,,,
Australia,2017,,,141300.003051758,,,,,,
Australia,2016,,,118379.997253418,,,,,,
Australia,2015,,,134160.003662109,,,,,,
Australia,2014,,,137669.998168945,,,,,,
Australia,2013,,,125680.000305176,,,,,,
Australia,2012,,,162619.995117188,,,,,,
Australia,2011,,,164059.997558594,,,,,,
Australia,2010,,,114900.001525879,,,,,,
Australia,2009,,,124269.996643066,,,,,,
Australia,2008,,,120489.99786377,,,,,,
Australia,2007,,,136690.002441406,,,,,,
Australia,2006,,,139660.003662109,,,,,,
Australia,2005,,,121080.001831055,,,,,,
Australia,2004,,,140380.004882813,,,,,,
Australia,2003,,,119970.001220703,,,,,,
Australia,2002,,,159490.005493164,,,,,,
Australia,2001,,,166110.000610352,,,,,,
Australia,2000,,,156050.003051758,,,,,,
Australia,1999,,,145850.006103516,,,,,,
Australia,1998,,,131110.000610352,,,,,,
Australia,1997,,,127809.997558594,,,,,,
Australia,1996,,,127370.002746582,,,,,,
Australia,1995,,,134809.997558594,,,,,,
Australia,1994,,,136210.006713867,,,,,,
Australia,1993,,,135220.001220703,,,,,,
Australia,1992,,,136660.003662109,,,,,,
Australia,1991,,,138669.998168945,,,,,,
Australia,1990,,,138830.001831055,,,,,,
Azerbaijan,2020,,,,,,,,,
Azerbaijan,2019,,,14670.0000762939,,,,,,
Azerbaijan,2018,,,14220.0002670288,,,,,,
Azerbaijan,2017,,,13869.9998855591,,,,,,
Azerbaijan,2016,,,14130.0001144409,,,,,,
Azerbaijan,2015,,,14229.9995422363,,,,,,
Azerbaijan,2014,,,14270.0004577637,,,,,,
Azerbaijan,2013,,,14319.9996948242,,,,,,
Azerbaijan,2012,,,14010.0002288818,,,,,,
Azerbaijan,2011,,,13750.0,,,,,,
Azerbaijan,2010,,,14020.0004577637,,,,,,
Azerbaijan,2009,,,13939.9995803833,,,,,,
Azerbaijan,2008,,,13550.0001907349,,,,,,
Azerbaijan,2007,,,12239.9997711182,,,,,,
Azerbaijan,2006,,,10829.9999237061,,,,,,
Azerbaijan,2005,,,9590.00015258789,,,,,,
Azerbaijan,2004,,,8619.99988555908,,,,,,
Azerbaijan,2003,,,8399.99961853027,,,,,,
Azerbaijan,2002,,,8220.00026702881,,,,,,
Azerbaijan,2001,,,8090.00015258789,,,,,,
Azerbaijan,2000,,,7559.99994277954,,,,,,
Azerbaijan,1999,,,7440.00005722046,,,,,,
Azerbaijan,1998,,,6900.00009536743,,,,,,
Azerbaijan,1997,,,6559.99994277954,,,,,,
Azerbaijan,1996,,,6469.99979019165,,,,,,
Azerbaijan,1995,,,6679.99982833862,,,,,,
Azerbaijan,1994,,,6559.99994277954,,,,,,
Azerbaijan,1993,,,11220.0002670288,,,,,,
Azerbaijan,1992,,,16049.9992370605,,,,,,
Azerbaijan,1991,,,18180.0003051758,,,,,,
Azerbaijan,1990,,,19219.9993133545,,,,,,
United Kingdom,2020,,,,,,,,,
United Kingdom,2019,,,50110.0006103516,,,,,,
United Kingdom,2018,,,50779.9987792969,,,,,,
United Kingdom,2017,,,51340.0001525879,,,,,,
United Kingdom,2016,,,51599.9984741211,,,,,,
United Kingdom,2015,,,50110.0006103516,,,,,,
United Kingdom,2014,,,50759.9983215332,,,,,,
United Kingdom,2013,,,53139.9993896484,,,,,,
United Kingdom,2012,,,56779.9987792969,,,,,,
United Kingdom,2011,,,58799.9992370605,,,,,,
United Kingdom,2010,,,62340.0001525879,,,,,,
United Kingdom,2009,,,67199.9969482422,,,,,,
United Kingdom,2008,,,72459.9990844727,,,,,,
United Kingdom,2007,,,77779.9987792969,,,,,,
United Kingdom,2006,,,81989.9978637695,,,,,,
United Kingdom,2005,,,86260.0021362305,,,,,,
United Kingdom,2004,,,89860.0006103516,,,,,,
United Kingdom,2003,,,94860.0006103516,,,,,,
United Kingdom,2002,,,99010.0021362305,,,,,,
United Kingdom,2001,,,101110.000610352,,,,,,
United Kingdom,2000,,,106000.0,,,,,,
United Kingdom,1999,,,109889.999389648,,,,,,
United Kingdom,1998,,,112400.001525879,,,,,,
United Kingdom,1997,,,113260.00213623,,,,,,
United Kingdom,1996,,,114040.000915527,,,,,,
United Kingdom,1995,,,113290.000915527,,,,,,
United Kingdom,1994,,,112580.001831055,,,,,,
United Kingdom,1993,,,110839.996337891,,,,,,
United Kingdom,1992,,,109680.000305176,,,,,,
United Kingdom,1991,,,109440.002441406,,,,,,
United Kingdom,1990,,,109010.00213623,,,,,,
India,2020,,,,,,,,,
India,2019,,,656650.024414063,,,,,,
India,2018,,,654320.007324219,,,,,,
India,2017,,,647380.004882813,,,,,,
India,2016,,,643010.009765625,,,,,,
India,2015,,,638820.007324219,,,,,,
India,2014,,,634940.002441406,,,,,,
India,2013,,,632020.01953125,,,,,,
India,2012,,,628099.975585938,,,,,,
India,2011,,,629590.026855469,,,,,,
India,2010,,,623369.995117188,,,,,,
India,2009,,,617539.978027344,,,,,,
India,2008,,,620820.007324219,,,,,,
India,2007,,,613549.987792969,,,,,,
India,2006,,,601729.98046875,,,,,,
India,2005,,,593390.014648438,,,,,,
India,2004,,,580469.970703125,,,,,,
India,2003,,,574059.997558594,,,,,,
India,2002,,,566900.024414063,,,,,,
India,2001,,,574159.973144531,,,,,,
India,2000,,,571710.021972656,,,,,,
India,1999,,,566979.98046875,,,,,,
India,1998,,,559469.970703125,,,,,,
India,1997,,,550789.978027344,,,,,,
India,1996,,,542679.992675781,,,,,,
India,1995,,,533150.024414063,,,,,,
India,1994,,,523830.017089844,,,,,,
India,1993,,,520169.982910156,,,,,,
India,1992,,,516179.992675781,,,,,,
India,1991,,,514710.021972656,,,,,,
India,1990,,,509160.003662109,,,,,,
"Iran, Islamic Rep.",2020,,,,,,,,,
"Iran, Islamic Rep.",2019,,,213679.992675781,,,,,,
"Iran, Islamic Rep.",2018,,,239789.993286133,,,,,,
"Iran, Islamic Rep.",2017,,,239500.0,,,,,,
"Iran, Islamic Rep.",2016,,,227820.007324219,,,,,,
"Iran, Islamic Rep.",2015,,,200589.996337891,,,,,,
"Iran, Islamic Rep.",2014,,,195190.002441406,,,,,,
"Iran, Islamic Rep.",2013,,,188199.996948242,,,,,,
"Iran, Islamic Rep.",2012,,,192289.993286133,,,,,,
"Iran, Islamic Rep.",2011,,,200949.996948242,,,,,,
"Iran, Islamic Rep.",2010,,,198199.996948242,,,,,,
"Iran, Islamic Rep.",2009,,,193979.995727539,,,,,,
"Iran, Islamic Rep.",2008,,,190850.006103516,,,,,,
"Iran, Islamic Rep.",2007,,,191410.003662109,,,,,,
"Iran, Islamic Rep.",2006,,,184820.007324219,,,,,,
"Iran, Islamic Rep.",2005,,,177949.996948242,,,,,,
"Iran, Islamic Rep.",2004,,,173190.002441406,,,,,,
"Iran, Islamic Rep.",2003,,,165970.001220703,,,,,,
"Iran, Islamic Rep.",2002,,,150720.001220703,,,,,,
"Iran, Islamic Rep.",2001,,,152630.004882813,,,,,,
"Iran, Islamic Rep.",2000,,,152389.999389648,,,,,,
"Iran, Islamic Rep.",1999,,,143860.000610352,,,,,,
"Iran, Islamic Rep.",1998,,,140110.000610352,,,,,,
"Iran, Islamic Rep.",1997,,,139009.994506836,,,,,,
"Iran, Islamic Rep.",1996,,,135539.993286133,,,,,,
"Iran, Islamic Rep.",1995,,,131339.996337891,,,,,,
"Iran, Islamic Rep.",1994,,,127910.003662109,,,,,,
"Iran, Islamic Rep.",1993,,,126300.003051758,,,,,,
"Iran, Islamic Rep.",1992,,,120029.998779297,,,,,,
"Iran, Islamic Rep.",1991,,,114809.997558594,,,,,,
"Iran, Islamic Rep.",1990,,,107919.998168945,,,,,,
Kuwait,2020,,,,,,,,,
Kuwait,2019,,,24709.9990844727,,,,,,
Kuwait,2018,,,24780.0006866455,,,,,,
Kuwait,2017,,,24379.9991607666,,,,,,
Kuwait,2016,,,25860.0006103516,,,,,,
Kuwait,2015,,,24319.9996948242,,,,,,
Kuwait,2014,,,24149.9996185303,,,,,,
Kuwait,2013,,,24329.9999237061,,,,,,
Kuwait,2012,,,23360.0006103516,,,,,,
Kuwait,2011,,,22049.9992370605,,,,,,
Kuwait,2010,,,20139.9993896484,,,,,,
Kuwait,2009,,,19590.0001525879,,,,,,
Kuwait,2008,,,21750.0,,,,,,
Kuwait,2007,,,20680.0003051758,,,,,,
Kuwait,2006,,,21389.9993896484,,,,,,
Kuwait,2005,,,20860.0006103516,,,,,,
Kuwait,2004,,,19799.9992370605,,,,,,
Kuwait,2003,,,18590.0001525879,,,,,,
Kuwait,2002,,,16149.9996185303,,,,,,
Kuwait,2001,,,16889.9993896484,,,,,,
Kuwait,2000,,,17299.9992370605,,,,,,
Kuwait,1999,,,15890.0003433228,,,,,,
Kuwait,1998,,,17110.0006103516,,,,,,
Kuwait,1997,,,17540.0009155273,,,,,,
Kuwait,1996,,,16989.9997711182,,,,,,
Kuwait,1995,,,16690.0005340576,,,,,,
Kuwait,1994,,,16549.9992370605,,,,,,
Kuwait,1993,,,14939.9995803833,,,,,,
Kuwait,1992,,,8520.00045776367,,,,,,
Kuwait,1991,,,2410.00008583069,,,,,,
Kuwait,1990,,,9520.00045776367,,,,,,
New Zealand,2020,,,,,,,,,
New Zealand,2019,,,32520.0004577637,,,,,,
New Zealand,2018,,,32709.9990844727,,,,,,
New Zealand,2017,,,32860.0006103516,,,,,,
New Zealand,2016,,,33080.0018310547,,,,,,
New Zealand,2015,,,33099.9984741211,,,,,,
New Zealand,2014,,,33979.9995422363,,,,,,
New Zealand,2013,,,33689.998626709,,,,,,
New Zealand,2012,,,33869.9989318848,,,,,,
New Zealand,2011,,,33380.0010681152,,,,,,
New Zealand,2010,,,33430.0003051758,,,,,,
New Zealand,2009,,,33470.0012207031,,,,,,
New Zealand,2008,,,33150.0015258789,,,,,,
New Zealand,2007,,,33779.9987792969,,,,,,
New Zealand,2006,,,33889.9993896484,,,,,,
New Zealand,2005,,,33709.9990844727,,,,,,
New Zealand,2004,,,33790.0009155273,,,,,,
New Zealand,2003,,,33869.9989318848,,,,,,
New Zealand,2002,,,33709.9990844727,,,,,,
New Zealand,2001,,,32939.998626709,,,,,,
New Zealand,2000,,,32619.9989318848,,,,,,
New Zealand,1999,,,33169.9981689453,,,,,,
New Zealand,1998,,,32840.0001525879,,,,,,
New Zealand,1997,,,33549.9992370605,,,,,,
New Zealand,1996,,,33229.9995422363,,,,,,
New Zealand,1995,,,33650.0015258789,,,,,,
New Zealand,1994,,,32900.0015258789,,,,,,
New Zealand,1993,,,32119.9989318848,,,,,,
New Zealand,1992,,,32150.0015258789,,,,,,
New Zealand,1991,,,32450.0007629395,,,,,,
New Zealand,1990,,,32860.0006103516,,,,,,
Pakistan,2020,,,,,,,,,
Pakistan,2019,,,162759.994506836,,,,,,
Pakistan,2018,,,157679.992675781,,,,,,
Pakistan,2017,,,153179.992675781,,,,,,
Pakistan,2016,,,149350.006103516,,,,,,
Pakistan,2015,,,146050.003051758,,,,,,
Pakistan,2014,,,143399.993896484,,,,,,
Pakistan,2013,,,139559.997558594,,,,,,
Pakistan,2012,,,134240.005493164,,,,,,
Pakistan,2011,,,131570.007324219,,,,,,
Pakistan,2010,,,125459.999084473,,,,,,
Pakistan,2009,,,126250.0,,,,,,
Pakistan,2008,,,123099.998474121,,,,,,
Pakistan,2007,,,118849.998474121,,,,,,
Pakistan,2006,,,115489.99786377,,,,,,
Pakistan,2005,,,108629.997253418,,,,,,
Pakistan,2004,,,105410.003662109,,,,,,
Pakistan,2003,,,102169.998168945,,,,,,
Pakistan,2002,,,97459.9990844727,,,,,,
Pakistan,2001,,,94860.0006103516,,,,,,
Pakistan,2000,,,93459.9990844727,,,,,,
Pakistan,1999,,,91819.9996948242,,,,,,
Pakistan,1998,,,88889.9993896484,,,,,,
Pakistan,1997,,,86580.0018310547,,,,,,
Pakistan,1996,,,84739.9978637695,,,,,,
Pakistan,1995,,,81059.9975585938,,,,,,
Pakistan,1994,,,79139.9993896484,,,,,,
Pakistan,1993,,,77949.9969482422,,,,,,
Pakistan,1992,,,75819.9996948242,,,,,,
Pakistan,1991,,,74559.9975585938,,,,,,
Pakistan,1990,,,72879.997253418,,,,,,
Qatar,2020,,,,,,,,,
Qatar,2019,,,21450.0007629395,,,,,,
Qatar,2018,,,21479.9995422363,,,,,,
Qatar,2017,,,21250.0,,,,,,
Qatar,2016,,,21229.9995422363,,,,,,
Qatar,2015,,,20860.0006103516,,,,,,
Qatar,2014,,,20870.0008392334,,,,,,
Qatar,2013,,,21399.9996185303,,,,,,
Qatar,2012,,,20649.9996185303,,,,,,
Qatar,2011,,,19229.9995422363,,,,,,
Qatar,2010,,,17229.9995422363,,,,,,
Qatar,2009,,,14829.9999237061,,,,,,
Qatar,2008,,,14159.9998474121,,,,,,
Qatar,2007,,,12869.9998855591,,,,,,
Qatar,2006,,,11680.0003051758,,,,,,
Qatar,2005,,,10859.9996566772,,,,,,
Qatar,2004,,,10909.9998474121,,,,,,
Qatar,2003,,,9949.99980926514,,,,,,
Qatar,2002,,,8680.00030517578,,,,,,
Qatar,2001,,,8699.99980926514,,,,,,
Qatar,2000,,,9149.99961853027,,,,,,
Qatar,1999,,,8220.00026702881,,,,,,
Qatar,1998,,,7769.99998092651,,,,,,
Qatar,1997,,,7570.00017166138,,,,,,
Qatar,1996,,,5369.99988555908,,,,,,
Qatar,1995,,,4780.00020980835,,,,,,
Qatar,1994,,,4630.00011444092,,,,,,
Qatar,1993,,,4050.00019073486,,,,,,
Qatar,1992,,,3200.00004768372,,,,,,
Qatar,1991,,,3309.99994277954,,,,,,
Qatar,1990,,,2710.00003814697,,,,,,
Turkiye,2020,,,,,,,,,
Turkiye,2019,,,48520.0004577637,,,,,,
Turkiye,2018,,,47090.0001525879,,,,,,
Turkiye,2017,,,44970.0012207031,,,,,,
Turkiye,2016,,,44560.001373291,,,,,,
Turkiye,2015,,,42509.9983215332,,,,,,
Turkiye,2014,,,46619.9989318848,,,,,,
Turkiye,2013,,,44419.9981689453,,,,,,
Turkiye,2012,,,45459.9990844727,,,,,,
Turkiye,2011,,,43990.0016784668,,,,,,
Turkiye,2010,,,42380.0010681152,,,,,,
Turkiye,2009,,,42409.9998474121,,,,,,
Turkiye,2008,,,42830.0018310547,,,,,,
Turkiye,2007,,,42270.0004577637,,,,,,
Turkiye,2006,,,39799.9992370605,,,,,,
Turkiye,2005,,,38450.0007629395,,,,,,
Turkiye,2004,,,37080.0018310547,,,,,,
Turkiye,2003,,,37020.0004577637,,,,,,
Turkiye,2002,,,37340.0001525879,,,,,,
Turkiye,2001,,,37970.0012207031,,,,,,
Turkiye,2000,,,38770.0004577637,,,,,,
Turkiye,1999,,,38150.0015258789,,,,,,
Turkiye,1998,,,37209.9990844727,,,,,,
Turkiye,1997,,,37650.0015258789,,,,,,
Turkiye,1996,,,36889.9993896484,,,,,,
Turkiye,1995,,,36959.9990844727,,,,,,
Turkiye,1994,,,37029.9987792969,,,,,,
Turkiye,1993,,,37569.9996948242,,,,,,
Turkiye,1992,,,37729.9995422363,,,,,,
Turkiye,1991,,,37040.0009155273,,,,,,
Turkiye,1990,,,38200.0007629395,,,,,,
Ukraine,2020,,,,,,,,,
Ukraine,2019,,,32680.0003051758,,,,,,
Ukraine,2018,,,33150.0015258789,,,,,,
Ukraine,2017,,,32959.9990844727,,,,,,
Ukraine,2016,,,33130.0010681152,,,,,,
Ukraine,2015,,,33360.0006103516,,,,,,
Ukraine,2014,,,35299.9992370605,,,,,,
Ukraine,2013,,,36779.9987792969,,,,,,
Ukraine,2012,,,36349.9984741211,,,,,,
Ukraine,2011,,,36840.0001525879,,,,,,
Ukraine,2010,,,38060.001373291,,,,,,
Ukraine,2009,,,36590.0001525879,,,,,,
Ukraine,2008,,,39610.0006103516,,,,,,
Ukraine,2007,,,41509.9983215332,,,,,,
Ukraine,2006,,,41779.9987792969,,,,,,
Ukraine,2005,,,43509.9983215332,,,,,,
Ukraine,2004,,,44909.9998474121,,,,,,
Ukraine,2003,,,47380.0010681152,,,,,,
Ukraine,2002,,,47619.9989318848,,,,,,
Ukraine,2001,,,47369.9989318848,,,,,,
Ukraine,2000,,,49889.9993896484,,,,,,
Ukraine,1999,,,52250.0,,,,,,
Ukraine,1998,,,53880.0010681152,,,,,,
Ukraine,1997,,,60250.0,,,,,,
Ukraine,1996,,,66069.9996948242,,,,,,
Ukraine,1995,,,69949.9969482422,,,,,,
Ukraine,1994,,,74309.9975585938,,,,,,
Ukraine,1993,,,77949.9969482422,,,,,,
Ukraine,1992,,,81610.0006103516,,,,,,
Ukraine,1991,,,89500.0,,,,,,
Ukraine,1990,,,92309.9975585938,,,,,,
South Africa,2020,,,,,,,,,
South Africa,2019,,,80129.997253418,,,,,,
South Africa,2018,,,79839.9963378906,,,,,,
South Africa,2017,,,80110.0006103516,,,,,,
South Africa,2016,,,78739.9978637695,,,,,,
South Africa,2015,,,79160.0036621094,,,,,,
South Africa,2014,,,79919.9981689453,,,,,,
South Africa,2013,,,79029.9987792969,,,,,,
South Africa,2012,,,79209.9990844727,,,,,,
South Africa,2011,,,77260.0021362305,,,,,,
South Africa,2010,,,77260.0021362305,,,,,,
South Africa,2009,,,76489.9978637695,,,,,,
South Africa,2008,,,76110.0006103516,,,,,,
South Africa,2007,,,74199.9969482422,,,,,,
South Africa,2006,,,72110.0006103516,,,,,,
South Africa,2005,,,72059.9975585938,,,,,,
South Africa,2004,,,70339.9963378906,,,,,,
South Africa,2003,,,68919.9981689453,,,,,,
South Africa,2002,,,66300.0030517578,,,,,,
South Africa,2001,,,63639.9993896484,,,,,,
South Africa,2000,,,65519.9966430664,,,,,,
South Africa,1999,,,66860.0006103516,,,,,,
South Africa,1998,,,68059.9975585938,,,,,,
South Africa,1997,,,68260.0021362305,,,,,,
South Africa,1996,,,66900.0015258789,,,,,,
South Africa,1995,,,67300.0030517578,,,,,,
South Africa,1994,,,66739.9978637695,,,,,,
South Africa,1993,,,65739.9978637695,,,,,,
South Africa,1992,,,63750.0,,,,,,
South Africa,1991,,,64120.002746582,,,,,,
South Africa,1990,,,63189.998626709,,,,,,
Australia,2020,,,,3.98386899670048,,,,,
Australia,2019,,,,3.97463865148557,,,,,
Australia,2018,,,,4.02677060122049,,,,,
Australia,2017,,,,3.99790952181612,,,,,
Australia,2016,,,,3.90755614259973,,,,,
Australia,2015,,,,4.04705622014241,,,,,
Australia,2014,,,,4.16025148718483,,,,,
Australia,2013,,,,4.06399125261966,,,,,
Australia,2012,,,,4.11821980396496,,,,,
Australia,2011,,,,4.12570454160863,,,,,
Australia,2010,,,,3.331261471174,,,,,
